COVERAGE,YEAR,MONTH,DATE,PRODUCT_GROUP,PRODUCT,MEASUREMENT_UNIT,VOLUME,VALUE,INDEX,STATUS
National,2014,October,01/10/2014,Non-Ferrous Industrial Metals,Lead,Tons,16749,459969.977,199.541,Final Figures.
National,2014,October,01/10/2014,Non-Ferrous Industrial Metals,Copper,Tons,37591,3413484.633,167.929,Final Figures.
National,2014,October,01/10/2014,Non-Ferrous Industrial Metals,Zinc,Tons,39265,1202417.738,118.594,Final Figures.
National,2014,October,01/10/2014,Non-Ferrous Industrial Metals,Antimony,Tons,0,0,0,Final Figures.
National,2014,October,01/10/2014,Non-Ferrous Industrial Metals,Arsenic,Tons,0,0,0,Final Figures.
National,2014,October,01/10/2014,Non-Ferrous Industrial Metals,Bismuth,Tons,100,36611.513,106.007,Final Figures.
National,2014,October,01/10/2014,Non-Ferrous Industrial Metals,Tin,Tons,0,0,0,Final Figures.
National,2014,October,01/10/2014,Non-Ferrous Industrial Metals,Cadmium,Tons,117,3057.641,90.581,Final Figures.
National,2014,October,01/10/2014,Non-Ferrous Industrial Metals,Selenium,Tons,11,8301.931,314.286,Final Figures.
National,2014,October,01/10/2014,Non-Ferrous Industrial Metals,Molybdenum,Tons,1096,311369.517,168.356,Final Figures.
National,2014,October,01/10/2014,Steel Metals and Minerals,Non-Coking Coal,Tons,1226227,532698.821,141.268,Final Figures.
National,2014,October,01/10/2014,Steel Metals and Minerals,Coke,Tons,182050,871791.34,141.18,Final Figures.
National,2014,October,01/10/2014,Steel Metals and Minerals,Iron Pellets,Tons,664652,863383.516,103.234,Final Figures.
National,2014,October,01/10/2014,Steel Metals and Minerals,Manganese,Tons,23860,61952.719,168.515,Final Figures.
National,2014,October,01/10/2014,Non-Metallic Minerals,Sulfur,Tons,81519,175825.659,93.961,Final Figures.
National,2014,October,01/10/2014,Non-Metallic Minerals,Graphite,Tons,799,2331.309,132.632,Final Figures.
National,2014,October,01/10/2014,Non-Metallic Minerals,Barite,Tons,12344,26980.824,105.756,Final Figures.
National,2014,October,01/10/2014,Non-Metallic Minerals,Dolomite,Tons,633155,75804.482,615.713,Final Figures.
National,2014,October,01/10/2014,Non-Metallic Minerals,Fluorite,Tons,92559,103583.055,105.017,Final Figures.
National,2014,October,01/10/2014,Non-Metallic Minerals,Kaolin,Tons,29728,70625.82,419.236,Final Figures.
National,2014,October,01/10/2014,Non-Metallic Minerals,Silica Sand,Tons,212903,105531.333,91.931,Final Figures.
National,2014,October,01/10/2014,Non-Metallic Minerals,Gypsum,Tons,466183,56062.701,108.939,Final Figures.
National,2014,October,01/10/2014,Non-Metallic Minerals,Phosphate Rock,Tons,132016,117751.671,155.586,Final Figures.
National,2014,October,01/10/2014,Non-Metallic Minerals,Wollastonite,Tons,6057,16891.265,155.162,Final Figures.
National,2014,October,01/10/2014,Non-Metallic Minerals,Celestite,Tons,3380,2454.722,136.93,Final Figures.
National,2014,October,01/10/2014,Non-Metallic Minerals,Feldspar,Tons,11139,6470.979,30.003,Final Figures.
National,2014,October,01/10/2014,Non-Metallic Minerals,Salt,Tons,791559,186964.653,107.833,Final Figures.
National,2014,October,01/10/2014,Non-Metallic Minerals,Diatomite,Tons,7847,28646.815,73.259,Final Figures.
National,2014,October,01/10/2014,Non-Metallic Minerals,Sodium Sulfate,Tons,53175,124263.807,103.252,Final Figures.
National,2014,October,01/10/2014,Non-Metallic Minerals,Magnesium Sulfate,Tons,4057,10724.107,113.079,Final Figures.
National,2014,November,01/11/2014,Precious Metals,Gold,Kilograms,8088.7,4156726.309,192.729,Final Figures.
National,2014,November,01/11/2014,Precious Metals,Silver,Kilograms,394918,2756881.464,177.622,Final Figures.
National,2014,November,01/11/2014,Non-Ferrous Industrial Metals,Lead,Tons,16390,451074.503,195.264,Final Figures.
National,2014,November,01/11/2014,Non-Ferrous Industrial Metals,Copper,Tons,36534,3329381.332,163.208,Final Figures.
National,2014,November,01/11/2014,Non-Ferrous Industrial Metals,Zinc,Tons,36902,1133880.807,111.457,Final Figures.
National,2014,November,01/11/2014,Non-Ferrous Industrial Metals,Antimony,Tons,0,0,0,Final Figures.
National,2014,November,01/11/2014,Non-Ferrous Industrial Metals,Arsenic,Tons,0,0,0,Final Figures.
National,2014,November,01/11/2014,Non-Ferrous Industrial Metals,Bismuth,Tons,81,28380.207,85.866,Final Figures.
National,2014,November,01/11/2014,Non-Ferrous Industrial Metals,Tin,Tons,0,0,0,Final Figures.
National,2014,November,01/11/2014,Non-Ferrous Industrial Metals,Cadmium,Tons,124,3309.158,96,Final Figures.
National,2014,November,01/11/2014,Non-Ferrous Industrial Metals,Selenium,Tons,8,5906.607,228.571,Final Figures.
National,2014,November,01/11/2014,Non-Ferrous Industrial Metals,Molybdenum,Tons,1064,293142.046,163.441,Final Figures.
National,2014,November,01/11/2014,Steel Metals and Minerals,Non-Coking Coal,Tons,1220830,532609.001,140.646,Final Figures.
National,2014,November,01/11/2014,Steel Metals and Minerals,Coke,Tons,173591,846242.288,134.62,Final Figures.
National,2014,November,01/11/2014,Steel Metals and Minerals,Iron Pellets,Tons,648938,842970.119,100.793,Final Figures.
National,2014,November,01/11/2014,Steel Metals and Minerals,Manganese,Tons,22271,58365.089,157.292,Final Figures.
National,2014,November,01/11/2014,Non-Metallic Minerals,Sulfur,Tons,83205,61139.087,95.904,Final Figures.
National,2014,November,01/11/2014,Non-Metallic Minerals,Graphite,Tons,767,2267.842,127.321,Final Figures.
National,2014,November,01/11/2014,Non-Metallic Minerals,Barite,Tons,11164,22114.276,95.646,Final Figures.
National,2014,November,01/11/2014,Non-Metallic Minerals,Dolomite,Tons,685578,80754.233,666.692,Final Figures.
National,2014,November,01/11/2014,Non-Metallic Minerals,Fluorite,Tons,91511,245320.859,103.828,Final Figures.
National,2014,November,01/11/2014,Non-Metallic Minerals,Kaolin,Tons,30583,70459.073,431.293,Final Figures.
National,2014,November,01/11/2014,Non-Metallic Minerals,Silica Sand,Tons,213123,105837.947,92.026,Final Figures.
National,2014,November,01/11/2014,Non-Metallic Minerals,Gypsum,Tons,460958,55023.635,107.718,Final Figures.
National,2014,November,01/11/2014,Non-Metallic Minerals,Phosphate Rock,Tons,171123,155648.176,204.102,Final Figures.
National,2014,November,01/11/2014,Non-Metallic Minerals,Wollastonite,Tons,4787,12380.068,122.628,Final Figures.
National,2014,November,01/11/2014,Non-Metallic Minerals,Celestite,Tons,1821,1292.338,73.772,Final Figures.
National,2014,November,01/11/2014,Non-Metallic Minerals,Feldspar,Tons,12526,7283.193,33.739,Final Figures.
National,2014,November,01/11/2014,Non-Metallic Minerals,Salt,Tons,919597,219045.247,125.276,Final Figures.
National,2014,November,01/11/2014,Non-Metallic Minerals,Diatomite,Tons,7893,29449.541,73.688,Final Figures.
National,2014,November,01/11/2014,Non-Metallic Minerals,Sodium Sulfate,Tons,53294,125039.928,103.483,Final Figures.
National,2014,November,01/11/2014,Non-Metallic Minerals,Magnesium Sulfate,Tons,4132,10918.236,115.17,Final Figures.
National,2014,December,01/12/2014,Precious Metals,Gold,Kilograms,9567.6,5344994.315,227.92,Final Figures.
National,2014,December,01/12/2014,Precious Metals,Silver,Kilograms,415313,3148937.626,186.795,Final Figures.
National,2014,December,01/12/2014,Non-Ferrous Industrial Metals,Lead,Tons,16010,448599.332,190.737,Final Figures.
National,2014,December,01/12/2014,Non-Ferrous Industrial Metals,Copper,Tons,39372,3659933.055,175.886,Final Figures.
National,2014,December,01/12/2014,Non-Ferrous Industrial Metals,Zinc,Tons,36959,1161630.374,111.629,Final Figures.
National,2014,December,01/12/2014,Non-Ferrous Industrial Metals,Antimony,Tons,0,0,0,Final Figures.
National,2014,December,01/12/2014,Non-Ferrous Industrial Metals,Arsenic,Tons,0,0,0,Final Figures.
National,2014,December,01/12/2014,Non-Ferrous Industrial Metals,Bismuth,Tons,90,29236.877,95.406,Final Figures.
National,2014,December,01/12/2014,Non-Ferrous Industrial Metals,Tin,Tons,0,0,0,Final Figures.
National,2014,December,01/12/2014,Non-Ferrous Industrial Metals,Cadmium,Tons,122,3409.694,94.452,Final Figures.
National,2014,December,01/12/2014,Non-Ferrous Industrial Metals,Selenium,Tons,12,9823.792,342.857,Final Figures.
National,2014,December,01/12/2014,Non-Ferrous Industrial Metals,Molybdenum,Tons,1048,297727.036,160.983,Final Figures.
National,2014,December,01/12/2014,Steel Metals and Minerals,Non-Coking Coal,Tons,1006866,461511.329,115.97,Final Figures.
National,2014,December,01/12/2014,Steel Metals and Minerals,Coke,Tons,180188,741026.123,139.736,Final Figures.
National,2014,December,01/12/2014,Steel Metals and Minerals,Iron Pellets,Tons,687174,892639.177,106.732,Final Figures.
National,2014,December,01/12/2014,Steel Metals and Minerals,Manganese,Tons,20641,57178.083,145.78,Final Figures.
National,2014,December,01/12/2014,Non-Metallic Minerals,Sulfur,Tons,69571,60089.61,80.19,Final Figures.
National,2014,December,01/12/2014,Non-Metallic Minerals,Graphite,Tons,783,2078.591,129.976,Final Figures.
National,2014,December,01/12/2014,Non-Metallic Minerals,Barite,Tons,11165,22330,95.655,Final Figures.
National,2014,December,01/12/2014,Non-Metallic Minerals,Dolomite,Tons,674080,79354.72,655.511,Final Figures.
National,2014,December,01/12/2014,Non-Metallic Minerals,Fluorite,Tons,90864,248416.815,103.094,Final Figures.
National,2014,December,01/12/2014,Non-Metallic Minerals,Kaolin,Tons,28980,66856.773,408.687,Final Figures.
National,2014,December,01/12/2014,Non-Metallic Minerals,Silica Sand,Tons,212844,105861.156,91.906,Final Figures.
National,2014,December,01/12/2014,Non-Metallic Minerals,Gypsum,Tons,423107,58486.927,98.873,Final Figures.
National,2014,December,01/12/2014,Non-Metallic Minerals,Phosphate Rock,Tons,123585,115330.881,147.066,Final Figures.
National,2014,December,01/12/2014,Non-Metallic Minerals,Wollastonite,Tons,4495,12956.617,115.148,Final Figures.
National,2014,December,01/12/2014,Non-Metallic Minerals,Celestite,Tons,1565,1119.117,63.401,Final Figures.
National,2014,December,01/12/2014,Non-Metallic Minerals,Feldspar,Tons,11471,6642.443,30.897,Final Figures.
National,2014,December,01/12/2014,Non-Metallic Minerals,Salt,Tons,782372,197562.23,106.582,Final Figures.
National,2014,December,01/12/2014,Non-Metallic Minerals,Diatomite,Tons,5897,22097.704,55.054,Final Figures.
National,2014,December,01/12/2014,Non-Metallic Minerals,Sodium Sulfate,Tons,53235,123437.166,103.369,Final Figures.
National,2014,December,01/12/2014,Non-Metallic Minerals,Magnesium Sulfate,Tons,4095,10752.356,114.138,Final Figures.
National,2015,January,01/01/2015,Precious Metals,Gold,Kilograms,9275.4,5475746.352,221,Final Figures.
National,2015,January,01/01/2015,Precious Metals,Silver,Kilograms,388381.3,3159531.487,174.7,Final Figures.
National,2015,January,01/01/2015,Non-Ferrous Industrial Metals,Lead,Tons,16471,442294.431,196.2,Final Figures.
National,2015,January,01/01/2015,Non-Ferrous Industrial Metals,Copper,Tons,41287,3525092.062,184.4,Final Figures.
National,2015,January,01/01/2015,Non-Ferrous Industrial Metals,Zinc,Tons,30987,960173.502,93.6,Final Figures.
National,2015,January,01/01/2015,Non-Ferrous Industrial Metals,Antimony,Tons,0,0,0,Final Figures.
National,2015,January,01/01/2015,Non-Ferrous Industrial Metals,Arsenic,Tons,0,0,0,Final Figures.
National,2015,January,01/01/2015,Non-Ferrous Industrial Metals,Bismuth,Tons,81,23805.595,85.9,Final Figures.
National,2015,January,01/01/2015,Non-Ferrous Industrial Metals,Tin,Tons,0,0,0,Final Figures.
National,2015,January,01/01/2015,Non-Ferrous Industrial Metals,Cadmium,Tons,114,2925.867,88.3,Final Figures.
National,2015,January,01/01/2015,Non-Ferrous Industrial Metals,Selenium,Tons,8,6410.22,228.571,Final Figures.
National,2015,January,01/01/2015,Non-Ferrous Industrial Metals,Molybdenum,Tons,931,272801.693,143,Final Figures.
National,2015,January,01/01/2015,Steel Metals and Minerals,Non-Coking Coal,Tons,603537,279459.358,69.6,Final Figures.
National,2015,January,01/01/2015,Steel Metals and Minerals,Coke,Tons,176337,803123.135,136.7,Final Figures.
National,2015,January,01/01/2015,Steel Metals and Minerals,Iron Pellets,Tons,687470,893023.677,106.8,Final Figures.
National,2015,January,01/01/2015,Steel Metals and Minerals,Manganese,Tons,23045,60896.951,162.8,Final Figures.
National,2015,January,01/01/2015,Non-Metallic Minerals,Sulfur,Tons,70689,101673.976,81.5,Final Figures.
National,2015,January,01/01/2015,Non-Metallic Minerals,Graphite,Tons,433,1415.453,71.9,Final Figures.
National,2015,January,01/01/2015,Non-Metallic Minerals,Barite,Tons,25770,47476.433,220.8,Final Figures.
National,2015,January,01/01/2015,Non-Metallic Minerals,Dolomite,Tons,655597,99920.194,637.5,Final Figures.
National,2015,January,01/01/2015,Non-Metallic Minerals,Fluorite,Tons,53774,133862.307,61,Final Figures.
National,2015,January,01/01/2015,Non-Metallic Minerals,Kaolin,Tons,28251,65174.774,398.4,Final Figures.
National,2015,January,01/01/2015,Non-Metallic Minerals,Silica Sand,Tons,157612,77086.768,68.1,Final Figures.
National,2015,January,01/01/2015,Non-Metallic Minerals,Gypsum,Tons,407379,52471.23,95.2,Final Figures.
National,2015,January,01/01/2015,Non-Metallic Minerals,Phosphate Rock,Tons,158223,151534.439,195.9,Final Figures.
National,2015,January,01/01/2015,Non-Metallic Minerals,Wollastonite,Tons,4178,17429.505,107,Final Figures.
National,2015,January,01/01/2015,Non-Metallic Minerals,Celestite,Tons,10542,8295.089,427.1,Final Figures.
National,2015,January,01/01/2015,Non-Metallic Minerals,Feldspar,Tons,14552,8471.359,39.2,Final Figures.
National,2015,January,01/01/2015,Non-Metallic Minerals,Salt,Tons,767421,209382.378,104.5,Final Figures.
National,2015,January,01/01/2015,Non-Metallic Minerals,Diatomite,Tons,6275,23351.653,58.6,Final Figures.
National,2015,January,01/01/2015,Non-Metallic Minerals,Sodium Sulfate,Tons,58030,141463.387,112.7,Final Figures.
National,2015,January,01/01/2015,Non-Metallic Minerals,Magnesium Sulfate,Tons,3304,8818.158,92.1,Final Figures.
National,2015,February,01/02/2015,Precious Metals,Gold,Kilograms,10186.7,5997302.789,242.7,Final Figures.
National,2015,February,01/02/2015,Precious Metals,Silver,Kilograms,449798.1,3622789.725,202.3,Final Figures.
National,2015,February,01/02/2015,Non-Ferrous Industrial Metals,Lead,Tons,17998,484704.966,214.4,Final Figures.
National,2015,February,01/02/2015,Non-Ferrous Industrial Metals,Copper,Tons,38261,3255708.494,170.9,Final Figures.
National,2015,February,01/02/2015,Non-Ferrous Industrial Metals,Zinc,Tons,40430,1268893.94,122.1,Final Figures.
National,2015,February,01/02/2015,Non-Ferrous Industrial Metals,Antimony,Tons,0,0,0,Final Figures.
National,2015,February,01/02/2015,Non-Ferrous Industrial Metals,Arsenic,Tons,0,0,0,Final Figures.
National,2015,February,01/02/2015,Non-Ferrous Industrial Metals,Bismuth,Tons,60,17633.774,63.6,Final Figures.
National,2015,February,01/02/2015,Non-Ferrous Industrial Metals,Tin,Tons,0,0,0,Final Figures.
National,2015,February,01/02/2015,Non-Ferrous Industrial Metals,Cadmium,Tons,112,2671.418,86.7,Final Figures.
National,2015,February,01/02/2015,Non-Ferrous Industrial Metals,Selenium,Tons,8,6101.494,228.571,Final Figures.
National,2015,February,01/02/2015,Non-Ferrous Industrial Metals,Molybdenum,Tons,957,253004.523,147,Final Figures.
National,2015,February,01/02/2015,Steel Metals and Minerals,Non-Coking Coal,Tons,627800,296231.197,72.4,Final Figures.
National,2015,February,01/02/2015,Steel Metals and Minerals,Coke,Tons,156716,770441.84,121.5,Final Figures.
National,2015,February,01/02/2015,Steel Metals and Minerals,Iron Pellets,Tons,627605,815258.813,97.5,Final Figures.
National,2015,February,01/02/2015,Steel Metals and Minerals,Manganese,Tons,13358,33888.728,94.3,Final Figures.
National,2015,February,01/02/2015,Non-Metallic Minerals,Sulfur,Tons,69251,156265.319,79.8,Final Figures.
National,2015,February,01/02/2015,Non-Metallic Minerals,Graphite,Tons,579,1934.906,96.1,Final Figures.
National,2015,February,01/02/2015,Non-Metallic Minerals,Barite,Tons,28109,52565.545,240.8,Final Figures.
National,2015,February,01/02/2015,Non-Metallic Minerals,Dolomite,Tons,635021,96783.551,617.5,Final Figures.
National,2015,February,01/02/2015,Non-Metallic Minerals,Fluorite,Tons,50442,125656.167,57.2,Final Figures.
National,2015,February,01/02/2015,Non-Metallic Minerals,Kaolin,Tons,29876,68950.88,421.3,Final Figures.
National,2015,February,01/02/2015,Non-Metallic Minerals,Silica Sand,Tons,151568,72537.565,65.4,Final Figures.
National,2015,February,01/02/2015,Non-Metallic Minerals,Gypsum,Tons,390608,105455.176,91.3,Final Figures.
National,2015,February,01/02/2015,Non-Metallic Minerals,Phosphate Rock,Tons,156581,151327.394,193.9,Final Figures.
National,2015,February,01/02/2015,Non-Metallic Minerals,Wollastonite,Tons,4361,11132.778,111.7,Final Figures.
National,2015,February,01/02/2015,Non-Metallic Minerals,Celestite,Tons,7459,6017.168,302.2,Final Figures.
National,2015,February,01/02/2015,Non-Metallic Minerals,Feldspar,Tons,13890,8294.761,37.4,Final Figures.
National,2015,February,01/02/2015,Non-Metallic Minerals,Salt,Tons,770072,211976.949,104.9,Final Figures.
National,2015,February,01/02/2015,Non-Metallic Minerals,Diatomite,Tons,6659,24988.304,62.2,Final Figures.
National,2015,February,01/02/2015,Non-Metallic Minerals,Sodium Sulfate,Tons,56506,135152.407,109.7,Final Figures.
National,2015,February,01/02/2015,Non-Metallic Minerals,Magnesium Sulfate,Tons,3760,9807.862,104.8,Final Figures.
National,2015,March,01/03/2015,Precious Metals,Gold,Kilograms,11064,6378413.432,263.6,Final Figures.
National,2015,March,01/03/2015,Precious Metals,Silver,Kilograms,448497.4,3562613.325,201.7,Final Figures.
National,2015,March,01/03/2015,Non-Ferrous Industrial Metals,Lead,Tons,19724,535622.583,235,Final Figures.
National,2015,March,01/03/2015,Non-Ferrous Industrial Metals,Copper,Tons,41280,3721574.304,184.4,Final Figures.
National,2015,March,01/03/2015,Non-Ferrous Industrial Metals,Zinc,Tons,35678,1101351.526,107.8,Final Figures.
National,2015,March,01/03/2015,Non-Ferrous Industrial Metals,Antimony,Tons,0,0,0,Final Figures.
National,2015,March,01/03/2015,Non-Ferrous Industrial Metals,Arsenic,Tons,0,0,0,Final Figures.
National,2015,March,01/03/2015,Non-Ferrous Industrial Metals,Bismuth,Tons,50,11595.033,53,Final Figures.
National,2015,March,01/03/2015,Non-Ferrous Industrial Metals,Tin,Tons,0,0,0,Final Figures.
National,2015,March,01/03/2015,Non-Ferrous Industrial Metals,Cadmium,Tons,107,2321.784,82.8,Final Figures.
National,2015,March,01/03/2015,Non-Ferrous Industrial Metals,Selenium,Tons,7,5350.645,200,Final Figures.
National,2015,March,01/03/2015,Non-Ferrous Industrial Metals,Molybdenum,Tons,968,264017.859,148.7,Final Figures.
National,2015,March,01/03/2015,Steel Metals and Minerals,Non-Coking Coal,Tons,609823,291541.741,70.3,Final Figures.
National,2015,March,01/03/2015,Steel Metals and Minerals,Coke,Tons,170452,812999.429,132.2,Final Figures.
National,2015,March,01/03/2015,Steel Metals and Minerals,Iron Pellets,Tons,663126,861400.923,103,Final Figures.
National,2015,March,01/03/2015,Steel Metals and Minerals,Manganese,Tons,17671,43015.322,124.8,Final Figures.
National,2015,March,01/03/2015,Non-Metallic Minerals,Sulfur,Tons,82371,98259.445,94.9,Final Figures.
National,2015,March,01/03/2015,Non-Metallic Minerals,Graphite,Tons,491,1516.535,81.5,Final Figures.
National,2015,March,01/03/2015,Non-Metallic Minerals,Barite,Tons,21724,56483.466,186.1,Final Figures.
National,2015,March,01/03/2015,Non-Metallic Minerals,Dolomite,Tons,637082,97097.031,619.5,Final Figures.
National,2015,March,01/03/2015,Non-Metallic Minerals,Fluorite,Tons,56353,139646.51,63.9,Final Figures.
National,2015,March,01/03/2015,Non-Metallic Minerals,Kaolin,Tons,9321,21969.597,131.4,Final Figures.
National,2015,March,01/03/2015,Non-Metallic Minerals,Silica Sand,Tons,153408,73185.588,66.2,Final Figures.
National,2015,March,01/03/2015,Non-Metallic Minerals,Gypsum,Tons,460004,61576.135,107.5,Final Figures.
National,2015,March,01/03/2015,Non-Metallic Minerals,Phosphate Rock,Tons,154030,152193.192,190.7,Final Figures.
National,2015,March,01/03/2015,Non-Metallic Minerals,Wollastonite,Tons,4585,14004.85,117.5,Final Figures.
National,2015,March,01/03/2015,Non-Metallic Minerals,Celestite,Tons,6549,5398.976,265.3,Final Figures.
National,2015,March,01/03/2015,Non-Metallic Minerals,Feldspar,Tons,14221,8527.296,38.3,Final Figures.
National,2015,March,01/03/2015,Non-Metallic Minerals,Salt,Tons,722261,205340.969,98.4,Final Figures.
National,2015,March,01/03/2015,Non-Metallic Minerals,Diatomite,Tons,7599,29151.611,70.9,Final Figures.
National,2015,March,01/03/2015,Non-Metallic Minerals,Sodium Sulfate,Tons,61564,148559.473,119.5,Final Figures.
National,2015,March,01/03/2015,Non-Metallic Minerals,Magnesium Sulfate,Tons,4155,10960.79,115.8,Final Figures.
National,2015,April,01/04/2015,Precious Metals,Gold,Kilograms,9030.1,5298001.552,215.1,Final Figures.
National,2015,April,01/04/2015,Precious Metals,Silver,Kilograms,394474.1,3154452.848,177.4,Final Figures.
National,2015,April,01/04/2015,Non-Ferrous Industrial Metals,Lead,Tons,16804,511495.922,200.2,Final Figures.
National,2015,April,01/04/2015,Non-Ferrous Industrial Metals,Copper,Tons,39421,3617219.76,176.1,Final Figures.
National,2015,April,01/04/2015,Non-Ferrous Industrial Metals,Zinc,Tons,37041,1244230.464,111.9,Final Figures.
National,2015,April,01/04/2015,Non-Ferrous Industrial Metals,Antimony,Tons,0,0,0,Final Figures.
National,2015,April,01/04/2015,Non-Ferrous Industrial Metals,Arsenic,Tons,0,0,0,Final Figures.
National,2015,April,01/04/2015,Non-Ferrous Industrial Metals,Bismuth,Tons,50,13003.979,53,Final Figures.
National,2015,April,01/04/2015,Non-Ferrous Industrial Metals,Tin,Tons,0,0,0,Final Figures.
National,2015,April,01/04/2015,Non-Ferrous Industrial Metals,Cadmium,Tons,116,2535.541,89.8,Final Figures.
National,2015,April,01/04/2015,Non-Ferrous Industrial Metals,Selenium,Tons,9,6360.32,257.143,Final Figures.
National,2015,April,01/04/2015,Non-Ferrous Industrial Metals,Molybdenum,Tons,932,244741.99,143.2,Final Figures.
National,2015,April,01/04/2015,Steel Metals and Minerals,Non-Coking Coal,Tons,660995,309914.777,76.2,Final Figures.
National,2015,April,01/04/2015,Steel Metals and Minerals,Coke,Tons,152214,700667.503,118,Final Figures.
National,2015,April,01/04/2015,Steel Metals and Minerals,Iron Pellets,Tons,667458,867027.806,103.7,Final Figures.
National,2015,April,01/04/2015,Steel Metals and Minerals,Manganese,Tons,21417,45636.719,151.3,Final Figures.
National,2015,April,01/04/2015,Non-Metallic Minerals,Sulfur,Tons,75065,123503.784,86.5,Final Figures.
National,2015,April,01/04/2015,Non-Metallic Minerals,Graphite,Tons,749,3171.139,124.3,Final Figures.
National,2015,April,01/04/2015,Non-Metallic Minerals,Barite,Tons,21013,48298.485,180,Final Figures.
National,2015,April,01/04/2015,Non-Metallic Minerals,Dolomite,Tons,658956,100430.166,640.8,Final Figures.
National,2015,April,01/04/2015,Non-Metallic Minerals,Fluorite,Tons,48858,109618.2,55.4,Final Figures.
National,2015,April,01/04/2015,Non-Metallic Minerals,Kaolin,Tons,9666,22695.768,136.3,Final Figures.
National,2015,April,01/04/2015,Non-Metallic Minerals,Silica Sand,Tons,138491,67016.626,59.8,Final Figures.
National,2015,April,01/04/2015,Non-Metallic Minerals,Gypsum,Tons,385916,52672.131,90.2,Final Figures.
National,2015,April,01/04/2015,Non-Metallic Minerals,Phosphate Rock,Tons,140114,138075.622,173.5,Final Figures.
National,2015,April,01/04/2015,Non-Metallic Minerals,Wollastonite,Tons,5178,16553.32,132.6,Final Figures.
National,2015,April,01/04/2015,Non-Metallic Minerals,Celestite,Tons,9694,8031.324,392.7,Final Figures.
National,2015,April,01/04/2015,Non-Metallic Minerals,Feldspar,Tons,12408,7313.945,33.4,Final Figures.
National,2015,April,01/04/2015,Non-Metallic Minerals,Salt,Tons,667998,189598.54,91,Final Figures.
National,2015,April,01/04/2015,Non-Metallic Minerals,Diatomite,Tons,6579,24578.131,61.4,Final Figures.
National,2015,April,01/04/2015,Non-Metallic Minerals,Sodium Sulfate,Tons,61022,144217.259,118.5,Final Figures.
National,2015,April,01/04/2015,Non-Metallic Minerals,Magnesium Sulfate,Tons,4200,10891.696,117.1,Final Figures.
National,2015,May,01/05/2015,Precious Metals,Gold,Kilograms,9291.1,5465258.498,221.4,Final Figures.
National,2015,May,01/05/2015,Precious Metals,Silver,Kilograms,346228.5,2860072.294,155.7,Final Figures.
National,2015,May,01/05/2015,Non-Ferrous Industrial Metals,Lead,Tons,16386,501195.41,195.2,Final Figures.
National,2015,May,01/05/2015,Non-Ferrous Industrial Metals,Copper,Tons,36977,3556184.216,165.2,Final Figures.
National,2015,May,01/05/2015,Non-Ferrous Industrial Metals,Zinc,Tons,39326,1374397.603,118.8,Final Figures.
National,2015,May,01/05/2015,Non-Ferrous Industrial Metals,Antimony,Tons,0,0,0,Final Figures.
National,2015,May,01/05/2015,Non-Ferrous Industrial Metals,Arsenic,Tons,0,0,0,Final Figures.
National,2015,May,01/05/2015,Non-Ferrous Industrial Metals,Bismuth,Tons,60,13244.351,63.6,Final Figures.
National,2015,May,01/05/2015,Non-Ferrous Industrial Metals,Tin,Tons,0,0,0,Final Figures.
National,2015,May,01/05/2015,Non-Ferrous Industrial Metals,Cadmium,Tons,115,2523.599,89,Final Figures.
National,2015,May,01/05/2015,Non-Ferrous Industrial Metals,Selenium,Tons,11,7637.945,314.286,Final Figures.
National,2015,May,01/05/2015,Non-Ferrous Industrial Metals,Molybdenum,Tons,1008,258251.086,154.8,Final Figures.
National,2015,May,01/05/2015,Steel Metals and Minerals,Non-Coking Coal,Tons,601848,283681.055,69.4,Final Figures.
National,2015,May,01/05/2015,Steel Metals and Minerals,Coke,Tons,150666,712963.618,116.8,Final Figures.
National,2015,May,01/05/2015,Steel Metals and Minerals,Iron Pellets,Tons,662639,860767.812,102.9,Final Figures.
National,2015,May,01/05/2015,Steel Metals and Minerals,Manganese,Tons,22556,44758.381,159.3,Final Figures.
National,2015,May,01/05/2015,Non-Metallic Minerals,Sulfur,Tons,81991,83468.663,94.5,Final Figures.
National,2015,May,01/05/2015,Non-Metallic Minerals,Graphite,Tons,625,1980.056,103.7,Final Figures.
National,2015,May,01/05/2015,Non-Metallic Minerals,Barite,Tons,22410,51504.77,192,Final Figures.
National,2015,May,01/05/2015,Non-Metallic Minerals,Dolomite,Tons,631977,96319.615,614.6,Final Figures.
National,2015,May,01/05/2015,Non-Metallic Minerals,Fluorite,Tons,52547,131501.758,59.6,Final Figures.
National,2015,May,01/05/2015,Non-Metallic Minerals,Kaolin,Tons,10163,23909.657,143.3,Final Figures.
National,2015,May,01/05/2015,Non-Metallic Minerals,Silica Sand,Tons,145955,69888.216,63,Final Figures.
National,2015,May,01/05/2015,Non-Metallic Minerals,Gypsum,Tons,541294,68263.128,126.5,Final Figures.
National,2015,May,01/05/2015,Non-Metallic Minerals,Phosphate Rock,Tons,174579,173185.51,216.2,Final Figures.
National,2015,May,01/05/2015,Non-Metallic Minerals,Wollastonite,Tons,4517,13316.807,115.7,Final Figures.
National,2015,May,01/05/2015,Non-Metallic Minerals,Celestite,Tons,4170,3450.517,168.9,Final Figures.
National,2015,May,01/05/2015,Non-Metallic Minerals,Feldspar,Tons,13314,7958.204,35.9,Final Figures.
National,2015,May,01/05/2015,Non-Metallic Minerals,Salt,Tons,870644,248217.992,118.6,Final Figures.
