COVERAGE,YEAR,MONTH,DATE,PRODUCT_GROUP,PRODUCT,MEASUREMENT_UNIT,VOLUME,VALUE,INDEX,STATUS
National,2006,October,01/10/2006,Non-Ferrous Industrial Metals,Lead,Tons,8730,145798.163,104.006,Final Figures.
National,2006,October,01/10/2006,Non-Ferrous Industrial Metals,Copper,Tons,29718,2431280.659,132.759,Final Figures.
National,2006,October,01/10/2006,Non-Ferrous Industrial Metals,Zinc,Tons,33548,1398914.285,101.326,Final Figures.
National,2006,October,01/10/2006,Non-Ferrous Industrial Metals,Antimony,Tons,57,0,180,Final Figures.
National,2006,October,01/10/2006,Non-Ferrous Industrial Metals,Arsenic,Tons,147,1285.423,343.86,Final Figures.
National,2006,October,01/10/2006,Non-Ferrous Industrial Metals,Bismuth,Tons,111,13566.381,117.668,Final Figures.
National,2006,October,01/10/2006,Non-Ferrous Industrial Metals,Tin,Tons,2,226.199,160,Final Figures.
National,2006,October,01/10/2006,Non-Ferrous Industrial Metals,Cadmium,Tons,153,3859.169,118.452,Final Figures.
National,2006,October,01/10/2006,Non-Ferrous Industrial Metals,Molybdenum,Tons,334,204274.33,51.306,Final Figures.
National,2006,October,01/10/2006,Steel Metals and Minerals,Non-Coking Coal,Tons,1014071,426663.354,116.978,Final Figures.
National,2006,October,01/10/2006,Steel Metals and Minerals,Coke,Tons,131399,383900.443,101.9,Final Figures.
National,2006,October,01/10/2006,Steel Metals and Minerals,Iron Pellets,Tons,611793,349020.975,95.024,Final Figures.
National,2006,October,01/10/2006,Steel Metals and Minerals,Manganese,Tons,20800,32779.345,146.903,Final Figures.
National,2006,October,01/10/2006,Non-Metallic Minerals,Sulfur,Tons,83442,32918.784,96.177,Final Figures.
National,2006,October,01/10/2006,Non-Metallic Minerals,Graphite,Tons,903,1227.502,149.896,Final Figures.
National,2006,October,01/10/2006,Non-Metallic Minerals,Barite,Tons,16342,16777.841,140.008,Final Figures.
National,2006,October,01/10/2006,Non-Metallic Minerals,Dolomite,Tons,118343,9830.899,115.084,Final Figures.
National,2006,October,01/10/2006,Non-Metallic Minerals,Fluorite,Tons,96270,126839.672,109.227,Final Figures.
National,2006,October,01/10/2006,Non-Metallic Minerals,Kaolin,Tons,940,1563.167,13.27,Final Figures.
National,2006,October,01/10/2006,Non-Metallic Minerals,Silica Sand,Tons,211674,83728.211,91.4,Final Figures.
National,2006,October,01/10/2006,Non-Metallic Minerals,Gypsum,Tons,494449,42967.165,115.545,Final Figures.
National,2006,October,01/10/2006,Non-Metallic Minerals,Phosphate Rock,Tons,0,0,0,Final Figures.
National,2006,October,01/10/2006,Non-Metallic Minerals,Wollastonite,Tons,3963,9484.374,101.52,Final Figures.
National,2006,October,01/10/2006,Non-Metallic Minerals,Celestite,Tons,12524,6220.635,507.37,Final Figures.
National,2006,October,01/10/2006,Non-Metallic Minerals,Feldspar,Tons,34808,13078.514,93.755,Final Figures.
National,2006,October,01/10/2006,Non-Metallic Minerals,Salt,Tons,609110,85663.952,82.978,Final Figures.
National,2006,October,01/10/2006,Non-Metallic Minerals,Diatomite,Tons,6736,15781.478,62.887,Final Figures.
National,2006,October,01/10/2006,Non-Metallic Minerals,Sodium Sulfate,Tons,52500,54486.705,101.942,Final Figures.
National,2006,October,01/10/2006,Non-Metallic Minerals,Magnesium Sulfate,Tons,3000,3871.008,83.618,Final Figures.
National,2006,November,01/11/2006,Precious Metals,Gold,Kilograms,3317.9,729585.569,79.055,Final Figures.
National,2006,November,01/11/2006,Precious Metals,Silver,Kilograms,180712,822758.612,81.279,Final Figures.
National,2006,November,01/11/2006,Non-Ferrous Industrial Metals,Lead,Tons,7514,133121.323,89.519,Final Figures.
National,2006,November,01/11/2006,Non-Ferrous Industrial Metals,Copper,Tons,33549,2571914.232,149.873,Final Figures.
National,2006,November,01/11/2006,Non-Ferrous Industrial Metals,Zinc,Tons,31615,1510954.591,95.488,Final Figures.
National,2006,November,01/11/2006,Non-Ferrous Industrial Metals,Antimony,Tons,60,0,189.474,Final Figures.
National,2006,November,01/11/2006,Non-Ferrous Industrial Metals,Arsenic,Tons,137,1201.207,320.468,Final Figures.
National,2006,November,01/11/2006,Non-Ferrous Industrial Metals,Bismuth,Tons,101,13326.023,107.067,Final Figures.
National,2006,November,01/11/2006,Non-Ferrous Industrial Metals,Tin,Tons,2,230.817,160,Final Figures.
National,2006,November,01/11/2006,Non-Ferrous Industrial Metals,Cadmium,Tons,118,3693.606,91.355,Final Figures.
National,2006,November,01/11/2006,Non-Ferrous Industrial Metals,Molybdenum,Tons,522,317744.186,80.184,Final Figures.
National,2006,November,01/11/2006,Steel Metals and Minerals,Non-Coking Coal,Tons,973014,402283.812,112.242,Final Figures.
National,2006,November,01/11/2006,Steel Metals and Minerals,Coke,Tons,129571,391323.856,100.482,Final Figures.
National,2006,November,01/11/2006,Steel Metals and Minerals,Iron Pellets,Tons,618195,365602.479,96.018,Final Figures.
National,2006,November,01/11/2006,Steel Metals and Minerals,Manganese,Tons,4206,6627.45,29.705,Final Figures.
National,2006,November,01/11/2006,Non-Metallic Minerals,Sulfur,Tons,80495,29936.397,92.78,Final Figures.
National,2006,November,01/11/2006,Non-Metallic Minerals,Graphite,Tons,1181,1524.619,196.044,Final Figures.
National,2006,November,01/11/2006,Non-Metallic Minerals,Barite,Tons,17919,21420.435,153.519,Final Figures.
National,2006,November,01/11/2006,Non-Metallic Minerals,Dolomite,Tons,104878,8485.496,101.99,Final Figures.
National,2006,November,01/11/2006,Non-Metallic Minerals,Fluorite,Tons,79671,110273.268,90.394,Final Figures.
National,2006,November,01/11/2006,Non-Metallic Minerals,Kaolin,Tons,927,1476.5,13.087,Final Figures.
National,2006,November,01/11/2006,Non-Metallic Minerals,Silica Sand,Tons,198899,81432.433,85.884,Final Figures.
National,2006,November,01/11/2006,Non-Metallic Minerals,Gypsum,Tons,442837,38640.643,103.484,Final Figures.
National,2006,November,01/11/2006,Non-Metallic Minerals,Phosphate Rock,Tons,0,0,0,Final Figures.
National,2006,November,01/11/2006,Non-Metallic Minerals,Wollastonite,Tons,3432,7848.716,87.917,Final Figures.
National,2006,November,01/11/2006,Non-Metallic Minerals,Celestite,Tons,14456,7193.604,585.639,Final Figures.
National,2006,November,01/11/2006,Non-Metallic Minerals,Feldspar,Tons,36937,15203.306,99.489,Final Figures.
National,2006,November,01/11/2006,Non-Metallic Minerals,Salt,Tons,634098,85442.236,86.382,Final Figures.
National,2006,November,01/11/2006,Non-Metallic Minerals,Diatomite,Tons,7214,17075.379,67.349,Final Figures.
National,2006,November,01/11/2006,Non-Metallic Minerals,Sodium Sulfate,Tons,50500,50887.133,98.058,Final Figures.
National,2006,November,01/11/2006,Non-Metallic Minerals,Magnesium Sulfate,Tons,1700,2178.502,47.383,Final Figures.
National,2006,December,01/12/2006,Precious Metals,Gold,Kilograms,4149.6,911733.106,98.878,Final Figures.
National,2006,December,01/12/2006,Precious Metals,Silver,Kilograms,205779,955309.553,92.553,Final Figures.
National,2006,December,01/12/2006,Non-Ferrous Industrial Metals,Lead,Tons,9641,180628.785,114.847,Final Figures.
National,2006,December,01/12/2006,Non-Ferrous Industrial Metals,Copper,Tons,30516,2211823.197,136.328,Final Figures.
National,2006,December,01/12/2006,Non-Ferrous Industrial Metals,Zinc,Tons,36759,1758331.223,111.022,Final Figures.
National,2006,December,01/12/2006,Non-Ferrous Industrial Metals,Antimony,Tons,65,0,205.263,Final Figures.
National,2006,December,01/12/2006,Non-Ferrous Industrial Metals,Arsenic,Tons,125,1095.258,292.398,Final Figures.
National,2006,December,01/12/2006,Non-Ferrous Industrial Metals,Bismuth,Tons,101,15070.03,107.067,Final Figures.
National,2006,December,01/12/2006,Non-Ferrous Industrial Metals,Tin,Tons,2,252.08,160,Final Figures.
National,2006,December,01/12/2006,Non-Ferrous Industrial Metals,Cadmium,Tons,123,5148.763,96,Final Figures.
National,2006,December,01/12/2006,Non-Ferrous Industrial Metals,Molybdenum,Tons,536,315602.658,82.488,Final Figures.
National,2006,December,01/12/2006,Steel Metals and Minerals,Non-Coking Coal,Tons,863354,356563.02,99.592,Final Figures.
National,2006,December,01/12/2006,Steel Metals and Minerals,Coke,Tons,133107,383447.192,103.224,Final Figures.
National,2006,December,01/12/2006,Steel Metals and Minerals,Iron Pellets,Tons,657758,397091.642,102.163,Final Figures.
National,2006,December,01/12/2006,Steel Metals and Minerals,Manganese,Tons,1765,2768.919,12.466,Final Figures.
National,2006,December,01/12/2006,Non-Metallic Minerals,Sulfur,Tons,85825,25260.732,98.924,Final Figures.
National,2006,December,01/12/2006,Non-Metallic Minerals,Graphite,Tons,430,537.081,71.379,Final Figures.
National,2006,December,01/12/2006,Non-Metallic Minerals,Barite,Tons,16869,20189.663,144.523,Final Figures.
National,2006,December,01/12/2006,Non-Metallic Minerals,Dolomite,Tons,98467,9551.084,95.755,Final Figures.
National,2006,December,01/12/2006,Non-Metallic Minerals,Fluorite,Tons,67950,89062.065,77.096,Final Figures.
National,2006,December,01/12/2006,Non-Metallic Minerals,Kaolin,Tons,339,608.042,4.795,Final Figures.
National,2006,December,01/12/2006,Non-Metallic Minerals,Silica Sand,Tons,251637,99223.514,108.657,Final Figures.
National,2006,December,01/12/2006,Non-Metallic Minerals,Gypsum,Tons,512593,43810.284,119.785,Final Figures.
National,2006,December,01/12/2006,Non-Metallic Minerals,Phosphate Rock,Tons,0,0,0,Final Figures.
National,2006,December,01/12/2006,Non-Metallic Minerals,Wollastonite,Tons,5198,11275.829,133.157,Final Figures.
National,2006,December,01/12/2006,Non-Metallic Minerals,Celestite,Tons,12418,6181.013,503.076,Final Figures.
National,2006,December,01/12/2006,Non-Metallic Minerals,Feldspar,Tons,43213,13686.767,116.394,Final Figures.
National,2006,December,01/12/2006,Non-Metallic Minerals,Salt,Tons,583045,79882.415,79.427,Final Figures.
National,2006,December,01/12/2006,Non-Metallic Minerals,Diatomite,Tons,6141,14730.466,57.332,Final Figures.
National,2006,December,01/12/2006,Non-Metallic Minerals,Sodium Sulfate,Tons,52500,57723.172,101.942,Final Figures.
National,2006,December,01/12/2006,Non-Metallic Minerals,Magnesium Sulfate,Tons,0,0,0,Final Figures.
National,2007,January,01/01/2007,Precious Metals,Gold,Kilograms,3884.1,862168.298,92.54,Final Figures.
National,2007,January,01/01/2007,Precious Metals,Silver,Kilograms,214523,971039.977,96.486,Final Figures.
National,2007,January,01/01/2007,Non-Ferrous Industrial Metals,Lead,Tons,8228,150015.299,98.025,Final Figures.
National,2007,January,01/01/2007,Non-Ferrous Industrial Metals,Copper,Tons,32553,2019606.357,145.423,Final Figures.
National,2007,January,01/01/2007,Non-Ferrous Industrial Metals,Zinc,Tons,38149,1580745.798,115.223,Final Figures.
National,2007,January,01/01/2007,Non-Ferrous Industrial Metals,Antimony,Tons,60,0,189.474,Final Figures.
National,2007,January,01/01/2007,Non-Ferrous Industrial Metals,Arsenic,Tons,0,0,0,Final Figures.
National,2007,January,01/01/2007,Non-Ferrous Industrial Metals,Bismuth,Tons,110,20680.373,116.608,Final Figures.
National,2007,January,01/01/2007,Non-Ferrous Industrial Metals,Tin,Tons,2,256.226,160,Final Figures.
National,2007,January,01/01/2007,Non-Ferrous Industrial Metals,Cadmium,Tons,138,6611.291,106.839,Final Figures.
National,2007,January,01/01/2007,Non-Ferrous Industrial Metals,Molybdenum,Tons,486,288960.781,74.654,Final Figures.
National,2007,January,01/01/2007,Steel Metals and Minerals,Non-Coking Coal,Tons,1028481,426563.728,118.641,Final Figures.
National,2007,January,01/01/2007,Steel Metals and Minerals,Coke,Tons,130186,372105.567,100.959,Final Figures.
National,2007,January,01/01/2007,Steel Metals and Minerals,Iron Pellets,Tons,664676,398487.704,103.238,Final Figures.
National,2007,January,01/01/2007,Steel Metals and Minerals,Manganese,Tons,2331,3305.733,16.463,Final Figures.
National,2007,January,01/01/2007,Non-Metallic Minerals,Sulfur,Tons,93869,30116.861,108.196,Final Figures.
National,2007,January,01/01/2007,Non-Metallic Minerals,Graphite,Tons,812,1128.604,134.79,Final Figures.
National,2007,January,01/01/2007,Non-Metallic Minerals,Barite,Tons,17763,22262.101,152.183,Final Figures.
National,2007,January,01/01/2007,Non-Metallic Minerals,Dolomite,Tons,96192,7860.906,93.542,Final Figures.
National,2007,January,01/01/2007,Non-Metallic Minerals,Fluorite,Tons,73736,101683.566,83.66,Final Figures.
National,2007,January,01/01/2007,Non-Metallic Minerals,Kaolin,Tons,7582,13051.23,106.924,Final Figures.
National,2007,January,01/01/2007,Non-Metallic Minerals,Silica Sand,Tons,217770,90877.163,94.033,Final Figures.
National,2007,January,01/01/2007,Non-Metallic Minerals,Gypsum,Tons,559475,47350.612,130.74,Final Figures.
National,2007,January,01/01/2007,Non-Metallic Minerals,Phosphate Rock,Tons,0,0,0,Final Figures.
National,2007,January,01/01/2007,Non-Metallic Minerals,Wollastonite,Tons,6258,15060.878,160.311,Final Figures.
National,2007,January,01/01/2007,Non-Metallic Minerals,Celestite,Tons,10822,5442.733,438.419,Final Figures.
National,2007,January,01/01/2007,Non-Metallic Minerals,Feldspar,Tons,33572,13642.016,90.426,Final Figures.
National,2007,January,01/01/2007,Non-Metallic Minerals,Salt,Tons,648493,90885.702,88.343,Final Figures.
National,2007,January,01/01/2007,Non-Metallic Minerals,Diatomite,Tons,5641,20410.983,52.664,Final Figures.
National,2007,January,01/01/2007,Non-Metallic Minerals,Sodium Sulfate,Tons,51500,55455.149,100,Final Figures.
National,2007,January,01/01/2007,Non-Metallic Minerals,Magnesium Sulfate,Tons,1100,1347.168,30.66,Final Figures.
National,2007,February,01/02/2007,Precious Metals,Gold,Kilograms,2288.8,537473.825,54.538,Final Figures.
National,2007,February,01/02/2007,Precious Metals,Silver,Kilograms,155573,766803.901,69.972,Final Figures.
National,2007,February,01/02/2007,Non-Ferrous Industrial Metals,Lead,Tons,7860,153766.552,93.641,Final Figures.
National,2007,February,01/02/2007,Non-Ferrous Industrial Metals,Copper,Tons,32543,2030684.196,145.379,Final Figures.
National,2007,February,01/02/2007,Non-Ferrous Industrial Metals,Zinc,Tons,38017,1383100.031,114.824,Final Figures.
National,2007,February,01/02/2007,Non-Ferrous Industrial Metals,Antimony,Tons,22,0,69.474,Final Figures.
National,2007,February,01/02/2007,Non-Ferrous Industrial Metals,Arsenic,Tons,115,1026.506,269.006,Final Figures.
National,2007,February,01/02/2007,Non-Ferrous Industrial Metals,Bismuth,Tons,100,19366.845,106.007,Final Figures.
National,2007,February,01/02/2007,Non-Ferrous Industrial Metals,Tin,Tons,1,146.94,80,Final Figures.
National,2007,February,01/02/2007,Non-Ferrous Industrial Metals,Cadmium,Tons,126,6635.541,97.548,Final Figures.
National,2007,February,01/02/2007,Non-Ferrous Industrial Metals,Molybdenum,Tons,563,344517.519,86.482,Final Figures.
National,2007,February,01/02/2007,Steel Metals and Minerals,Non-Coking Coal,Tons,1023208,419933.837,118.032,Final Figures.
National,2007,February,01/02/2007,Steel Metals and Minerals,Coke,Tons,117434,327778.728,91.07,Final Figures.
National,2007,February,01/02/2007,Steel Metals and Minerals,Iron Pellets,Tons,603805,358953.879,93.783,Final Figures.
National,2007,February,01/02/2007,Steel Metals and Minerals,Manganese,Tons,18019,25671.54,127.262,Final Figures.
National,2007,February,01/02/2007,Non-Metallic Minerals,Sulfur,Tons,87753,28485.59,101.146,Final Figures.
National,2007,February,01/02/2007,Non-Metallic Minerals,Graphite,Tons,891,1257.244,147.904,Final Figures.
National,2007,February,01/02/2007,Non-Metallic Minerals,Barite,Tons,14395,18005.439,123.328,Final Figures.
National,2007,February,01/02/2007,Non-Metallic Minerals,Dolomite,Tons,81585,7370.552,79.338,Final Figures.
National,2007,February,01/02/2007,Non-Metallic Minerals,Fluorite,Tons,69803,96780.952,79.198,Final Figures.
National,2007,February,01/02/2007,Non-Metallic Minerals,Kaolin,Tons,8291,18382.958,116.923,Final Figures.
National,2007,February,01/02/2007,Non-Metallic Minerals,Silica Sand,Tons,223637,94040.029,96.566,Final Figures.
National,2007,February,01/02/2007,Non-Metallic Minerals,Gypsum,Tons,546454,49637.171,127.697,Final Figures.
National,2007,February,01/02/2007,Non-Metallic Minerals,Phosphate Rock,Tons,0,0,0,Final Figures.
National,2007,February,01/02/2007,Non-Metallic Minerals,Wollastonite,Tons,6495,16915.039,166.382,Final Figures.
National,2007,February,01/02/2007,Non-Metallic Minerals,Celestite,Tons,12701,6426.177,514.54,Final Figures.
National,2007,February,01/02/2007,Non-Metallic Minerals,Feldspar,Tons,34117,13230.095,91.894,Final Figures.
National,2007,February,01/02/2007,Non-Metallic Minerals,Salt,Tons,564668,92524.835,76.924,Final Figures.
National,2007,February,01/02/2007,Non-Metallic Minerals,Diatomite,Tons,7232,17118.484,67.517,Final Figures.
National,2007,February,01/02/2007,Non-Metallic Minerals,Sodium Sulfate,Tons,45500,47770.268,88.35,Final Figures.
National,2007,February,01/02/2007,Non-Metallic Minerals,Magnesium Sulfate,Tons,2600,3154.432,72.469,Final Figures.
National,2007,March,01/03/2007,Precious Metals,Gold,Kilograms,3430.4,803190.598,81.723,Final Figures.
National,2007,March,01/03/2007,Precious Metals,Silver,Kilograms,192343,905168.851,86.51,Final Figures.
National,2007,March,01/03/2007,Non-Ferrous Industrial Metals,Lead,Tons,9319,198358.199,111.023,Final Figures.
National,2007,March,01/03/2007,Non-Ferrous Industrial Metals,Copper,Tons,37316,2677528.349,166.701,Final Figures.
National,2007,March,01/03/2007,Non-Ferrous Industrial Metals,Zinc,Tons,37107,1349866.335,112.076,Final Figures.
National,2007,March,01/03/2007,Non-Ferrous Industrial Metals,Antimony,Tons,20,0,63.158,Final Figures.
National,2007,March,01/03/2007,Non-Ferrous Industrial Metals,Arsenic,Tons,201,1803.399,470.175,Final Figures.
National,2007,March,01/03/2007,Non-Ferrous Industrial Metals,Bismuth,Tons,101,24417.195,107.067,Final Figures.
National,2007,March,01/03/2007,Non-Ferrous Industrial Metals,Tin,Tons,1,159.127,80,Final Figures.
National,2007,March,01/03/2007,Non-Ferrous Industrial Metals,Cadmium,Tons,143,7879.87,110.71,Final Figures.
National,2007,March,01/03/2007,Non-Ferrous Industrial Metals,Molybdenum,Tons,665,449058.296,102.151,Final Figures.
National,2007,March,01/03/2007,Steel Metals and Minerals,Non-Coking Coal,Tons,1135725,467280.312,131.012,Final Figures.
National,2007,March,01/03/2007,Steel Metals and Minerals,Coke,Tons,131138,367863.072,101.697,Final Figures.
National,2007,March,01/03/2007,Steel Metals and Minerals,Iron Pellets,Tons,585050,304129.919,90.87,Final Figures.
National,2007,March,01/03/2007,Steel Metals and Minerals,Manganese,Tons,16808,24223.536,118.709,Final Figures.
National,2007,March,01/03/2007,Non-Metallic Minerals,Sulfur,Tons,95966,27185.943,110.613,Final Figures.
National,2007,March,01/03/2007,Non-Metallic Minerals,Graphite,Tons,1204,1609.872,199.862,Final Figures.
National,2007,March,01/03/2007,Non-Metallic Minerals,Barite,Tons,23153,28930.762,198.361,Final Figures.
National,2007,March,01/03/2007,Non-Metallic Minerals,Dolomite,Tons,95144,8359.12,92.522,Final Figures.
National,2007,March,01/03/2007,Non-Metallic Minerals,Fluorite,Tons,59911,85351.068,67.975,Final Figures.
National,2007,March,01/03/2007,Non-Metallic Minerals,Kaolin,Tons,8327,14567.559,117.416,Final Figures.
National,2007,March,01/03/2007,Non-Metallic Minerals,Silica Sand,Tons,288243,120499.41,124.463,Final Figures.
National,2007,March,01/03/2007,Non-Metallic Minerals,Gypsum,Tons,600744,53666.865,140.384,Final Figures.
National,2007,March,01/03/2007,Non-Metallic Minerals,Phosphate Rock,Tons,0,0,0,Final Figures.
National,2007,March,01/03/2007,Non-Metallic Minerals,Wollastonite,Tons,4758,15227.755,121.885,Final Figures.
National,2007,March,01/03/2007,Non-Metallic Minerals,Celestite,Tons,13046,6638.566,528.517,Final Figures.
National,2007,March,01/03/2007,Non-Metallic Minerals,Feldspar,Tons,40297,16746.265,108.539,Final Figures.
National,2007,March,01/03/2007,Non-Metallic Minerals,Salt,Tons,652126,121948.842,88.838,Final Figures.
National,2007,March,01/03/2007,Non-Metallic Minerals,Diatomite,Tons,6950,16270.562,64.885,Final Figures.
National,2007,March,01/03/2007,Non-Metallic Minerals,Sodium Sulfate,Tons,52000,55349.008,100.971,Final Figures.
National,2007,March,01/03/2007,Non-Metallic Minerals,Magnesium Sulfate,Tons,3400,4299.344,94.767,Final Figures.
National,2007,April,01/04/2007,Precious Metals,Gold,Kilograms,2564.2,615152.09,61.09,Final Figures.
National,2007,April,01/04/2007,Precious Metals,Silver,Kilograms,122538,594356.169,55.114,Final Figures.
National,2007,April,01/04/2007,Non-Ferrous Industrial Metals,Lead,Tons,4939,108573.14,58.841,Final Figures.
National,2007,April,01/04/2007,Non-Ferrous Industrial Metals,Copper,Tons,34178,2916157.261,152.683,Final Figures.
National,2007,April,01/04/2007,Non-Ferrous Industrial Metals,Zinc,Tons,34639,1353793.278,104.622,Final Figures.
National,2007,April,01/04/2007,Non-Ferrous Industrial Metals,Antimony,Tons,21,0,66.316,Final Figures.
National,2007,April,01/04/2007,Non-Ferrous Industrial Metals,Arsenic,Tons,197,1696.57,460.819,Final Figures.
National,2007,April,01/04/2007,Non-Ferrous Industrial Metals,Bismuth,Tons,77,23499.816,81.625,Final Figures.
National,2007,April,01/04/2007,Non-Ferrous Industrial Metals,Tin,Tons,1,158.895,80,Final Figures.
National,2007,April,01/04/2007,Non-Ferrous Industrial Metals,Cadmium,Tons,138,9324.564,106.839,Final Figures.
National,2007,April,01/04/2007,Non-Ferrous Industrial Metals,Molybdenum,Tons,577,388956.862,88.633,Final Figures.
National,2007,April,01/04/2007,Steel Metals and Minerals,Non-Coking Coal,Tons,975032,410727.399,112.475,Final Figures.
National,2007,April,01/04/2007,Steel Metals and Minerals,Coke,Tons,126496,350612.252,98.098,Final Figures.
National,2007,April,01/04/2007,Steel Metals and Minerals,Iron Pellets,Tons,616336,370909.509,95.73,Final Figures.
National,2007,April,01/04/2007,Steel Metals and Minerals,Manganese,Tons,15486,22048.945,109.372,Final Figures.
National,2007,April,01/04/2007,Non-Metallic Minerals,Sulfur,Tons,91559,30058.139,105.533,Final Figures.
National,2007,April,01/04/2007,Non-Metallic Minerals,Graphite,Tons,768,1059.948,127.487,Final Figures.
National,2007,April,01/04/2007,Non-Metallic Minerals,Barite,Tons,15855,19247.352,135.836,Final Figures.
National,2007,April,01/04/2007,Non-Metallic Minerals,Dolomite,Tons,80262,6776.755,78.051,Final Figures.
National,2007,April,01/04/2007,Non-Metallic Minerals,Fluorite,Tons,84595,118362.279,95.981,Final Figures.
National,2007,April,01/04/2007,Non-Metallic Minerals,Kaolin,Tons,8435,14757.688,118.954,Final Figures.
National,2007,April,01/04/2007,Non-Metallic Minerals,Silica Sand,Tons,227363,87314.213,98.175,Final Figures.
National,2007,April,01/04/2007,Non-Metallic Minerals,Gypsum,Tons,501766,44593.965,117.254,Final Figures.
National,2007,April,01/04/2007,Non-Metallic Minerals,Phosphate Rock,Tons,0,0,0,Final Figures.
National,2007,April,01/04/2007,Non-Metallic Minerals,Wollastonite,Tons,4935,13547.098,126.42,Final Figures.
National,2007,April,01/04/2007,Non-Metallic Minerals,Celestite,Tons,13735,6936.964,556.43,Final Figures.
National,2007,April,01/04/2007,Non-Metallic Minerals,Feldspar,Tons,33096,13456.105,89.144,Final Figures.
National,2007,April,01/04/2007,Non-Metallic Minerals,Salt,Tons,542121,81463.427,73.852,Final Figures.
National,2007,April,01/04/2007,Non-Metallic Minerals,Diatomite,Tons,7784,18602.522,72.671,Final Figures.
National,2007,April,01/04/2007,Non-Metallic Minerals,Sodium Sulfate,Tons,49500,55696.063,96.117,Final Figures.
National,2007,April,01/04/2007,Non-Metallic Minerals,Magnesium Sulfate,Tons,3000,3816.06,83.618,Final Figures.
National,2007,May,01/05/2007,Precious Metals,Gold,Kilograms,3472,807007.069,82.724,Final Figures.
National,2007,May,01/05/2007,Precious Metals,Silver,Kilograms,215324,988793.642,96.846,Final Figures.
National,2007,May,01/05/2007,Non-Ferrous Industrial Metals,Lead,Tons,10513,239071.249,125.248,Final Figures.
National,2007,May,01/05/2007,Non-Ferrous Industrial Metals,Copper,Tons,34909,2903032.139,155.948,Final Figures.
National,2007,May,01/05/2007,Non-Ferrous Industrial Metals,Zinc,Tons,33852,1403592.964,102.245,Final Figures.
National,2007,May,01/05/2007,Non-Ferrous Industrial Metals,Antimony,Tons,48,0,151.579,Final Figures.
National,2007,May,01/05/2007,Non-Ferrous Industrial Metals,Arsenic,Tons,0,0,0,Final Figures.
National,2007,May,01/05/2007,Non-Ferrous Industrial Metals,Bismuth,Tons,103,35205.236,109.187,Final Figures.
National,2007,May,01/05/2007,Non-Ferrous Industrial Metals,Tin,Tons,2,317.718,160,Final Figures.
National,2007,May,01/05/2007,Non-Ferrous Industrial Metals,Cadmium,Tons,119,13199.082,92.129,Final Figures.
National,2007,May,01/05/2007,Non-Ferrous Industrial Metals,Molybdenum,Tons,544,404572.24,83.564,Final Figures.
National,2007,May,01/05/2007,Steel Metals and Minerals,Non-Coking Coal,Tons,924783,392964.147,106.678,Final Figures.
National,2007,May,01/05/2007,Steel Metals and Minerals,Coke,Tons,129909,359394.288,100.744,Final Figures.
National,2007,May,01/05/2007,Steel Metals and Minerals,Iron Pellets,Tons,534773,325022.068,83.061,Final Figures.
National,2007,May,01/05/2007,Steel Metals and Minerals,Manganese,Tons,21188,29725.069,149.643,Final Figures.
National,2007,May,01/05/2007,Non-Metallic Minerals,Sulfur,Tons,89358,32612.153,102.996,Final Figures.
National,2007,May,01/05/2007,Non-Metallic Minerals,Graphite,Tons,934,1299.473,155.042,Final Figures.
National,2007,May,01/05/2007,Non-Metallic Minerals,Barite,Tons,15997,18432.063,137.053,Final Figures.
National,2007,May,01/05/2007,Non-Metallic Minerals,Dolomite,Tons,93920,8078.686,91.333,Final Figures.
National,2007,May,01/05/2007,Non-Metallic Minerals,Fluorite,Tons,89099,120717.919,101.091,Final Figures.
National,2007,May,01/05/2007,Non-Metallic Minerals,Kaolin,Tons,8030,15061.544,113.242,Final Figures.
National,2007,May,01/05/2007,Non-Metallic Minerals,Silica Sand,Tons,234313,93725.2,101.176,Final Figures.
National,2007,May,01/05/2007,Non-Metallic Minerals,Gypsum,Tons,636993,53441.148,148.855,Final Figures.
National,2007,May,01/05/2007,Non-Metallic Minerals,Phosphate Rock,Tons,0,0,0,Final Figures.
National,2007,May,01/05/2007,Non-Metallic Minerals,Wollastonite,Tons,3888,8726.838,99.599,Final Figures.
National,2007,May,01/05/2007,Non-Metallic Minerals,Celestite,Tons,8785,4368.517,355.896,Final Figures.
National,2007,May,01/05/2007,Non-Metallic Minerals,Feldspar,Tons,34338,13230.431,92.489,Final Figures.
National,2007,May,01/05/2007,Non-Metallic Minerals,Salt,Tons,709222,121462.798,96.616,Final Figures.
National,2007,May,01/05/2007,Non-Metallic Minerals,Diatomite,Tons,8060,22120.122,75.247,Final Figures.
National,2007,May,01/05/2007,Non-Metallic Minerals,Sodium Sulfate,Tons,51500,56840.138,100,Final Figures.
National,2007,May,01/05/2007,Non-Metallic Minerals,Magnesium Sulfate,Tons,3500,4438.469,97.554,Final Figures.
National,2007,June,01/06/2007,Precious Metals,Gold,Kilograms,3197.3,729799.29,76.172,Final Figures.
National,2007,June,01/06/2007,Precious Metals,Silver,Kilograms,252037,1154704.014,113.359,Final Figures.
National,2007,June,01/06/2007,Non-Ferrous Industrial Metals,Lead,Tons,5902,155093.193,70.314,Final Figures.
National,2007,June,01/06/2007,Non-Ferrous Industrial Metals,Copper,Tons,29886,2420253.433,133.509,Final Figures.
National,2007,June,01/06/2007,Non-Ferrous Industrial Metals,Zinc,Tons,35055,1368273.83,105.878,Final Figures.
